  0.87
 r 0.04
 l 0.09
winnow vb 1.00
escape nn 0.30
escape vb 0.70
eighty-fifth od 1.00
1769 cd 1.00
unachieved jj 1.00
Varani nn 1.00
Wade-Evans nn 1.00
insets nn 1.00
forensic jj 1.00
galling jj 1.00
mindless jj 1.00
Ranavan nn 1.00
Fox nn 1.00
Stockgrowers' nn 1.00
Messinesi nn 1.00
blondes nn 1.00
layered vb 1.00
Morning nn 0.67
Morning uh 0.33
Horse nn 1.00
constriction nn 1.00
Eighteenth od 1.00
mobile jj 1.00
rectlinearly advb 1.00
Jones's np$ 1.00
raptures nn 1.00
kidney nn 1.00
batting vb 1.00
Kyoto nn 1.00
Alicia nn 1.00
Donovan nn 1.00
Communists nn 1.00
non-literary jj 1.00
Destroyer nn 1.00
gratis advb 1.00
dusted vb 1.00
Poitrine nn 1.00
nodes nn 1.00
kiss nn 0.50
kiss vb 0.50
forswears vb 1.00
smudged vb 1.00
warfare nn 1.00
Cambodia nn 1.00
recompense nn 1.00
Forensic jj 1.00
hesitant jj 1.00
Franklin nn 1.00
egghead nn 1.00
Parisina nn 1.00
Clipper nn 1.00
better-remembered jj 1.00
Chronicle nn 1.00
exported vb 1.00
dullness nn 1.00
Spinco nn 1.00
Tend vb 1.00
impeccable jj 1.00
wells nn 1.00
bolstered vb 1.00
ballistic jj 1.00
planetarium nn 1.00
resource-use nn 1.00
picture nn 0.99
picture vb 0.01
Sneed nn 1.00
fooling nn 0.33
fooling vb 0.67
paintbrush nn 1.00
Del. nn 1.00
tipple vb 1.00
Manila nn 1.00
impeccably advb 0.50
impeccably ql 0.50
1914-1918 cd 1.00
Experiments nn 1.00
objets fw- 1.00
Hope's np$ 1.00
Blanched vb 1.00
chicanery nn 1.00
man nn 1.00
man vb 0.00
Democratic-sponsored jj 1.00
Bacchus nn 1.00
affairs nn 1.00
warranty nn 1.00
administratively advb 1.00
Stoics nn 1.00
chromatographic jj 1.00
earthy jj 1.00
walkways nn 1.00
censure nn 1.00
wispy jj 1.00
whaling vb 1.00
Ladies' nn 1.00
wisps nn 1.00
sciences nn 1.00
sponsor nn 0.53
sponsor vb 0.47
off-color jj 1.00
anticipated vb 1.00
Transylvania nn 1.00
thermostated jj 1.00
Ruling nn 0.80
Ruling vb 0.20
$2500 nn 1.00
Helmut nn 1.00
Anaconda nn 1.00
Kochanek nn 1.00
subversives nn 1.00
2.0 cd 1.00
chimiques fw-jj-tl 1.00
apparent jj 1.00
lunation nn 1.00
alundum nn 1.00
anticipates vb 1.00
cheerful jj 1.00
constructional jj 1.00
Pachelbel nn 1.00
Harriet's np$ 1.00
bridge nn 0.95
bridge vb 0.05
Morton nn 1.00
Mephistopheles nn 1.00
F.Supp.235 nn 1.00
Drive nn 0.83
Drive vb 0.08
Drive nn-tl-hl 0.08
befuddling vb 1.00
Troop nn 1.00
maze nn 1.00
2.3 cd 1.00
chronology nn 1.00
recruit nn 0.10
recruit vb 0.90
addicted vb 1.00
critics nn 1.00
1811 cd 1.00
banshees nn 1.00
apathetic jj 1.00
cubic jj 1.00
Cox nn 1.00
monuments nn 1.00
regattas nn 1.00
Amos nn 1.00
Wilkes nn 1.00
Coe nn 1.00
Cod nn 1.00
5:00 cd 1.00
Rumors nn 1.00
Wilkey nn 1.00
refurbishing nn 1.00
pleases vb 1.00
Attu nn 1.00
22-12 cd 1.00
Thruston nn 1.00
usually advb 1.00
out-of-step jj 1.00
formulating vb 1.00
1819 cd 1.00
furthering vb 1.00
diagnosing nn 0.50
diagnosing vb 0.50
Atta uh 1.00
nomination nn 1.00
Yedisan nn 1.00
eleventh od 1.00
dime nn 1.00
bantered vb 1.00
circumpolar jj 1.00
morning's nn 1.00
mah pn 1.00
book nn 1.00
boom nn 1.00
boon jj 0.33
boon nn 0.67
Viewed vb 1.00
boos nn 1.00
boot nn 0.75
boot vb 0.25
antique nn 0.67
antique jj 0.33
static jj 0.92
static nn 0.08
Co. nn 1.00
roadside nn 1.00
Berton nn 1.00
sparse jj 1.00
revelling vb 1.00
Traveler nn 1.00
friable jj 1.00
Compson nn 1.00
notifying vb 1.00
Connell nn 1.00
12-inch jj 1.00
management nn 1.00
springboard nn 1.00
tamper vb 1.00
Cement nn 1.00
Were vb 1.00
assess vb 1.00
man-hours nn 1.00
Freud's np$ 1.00
tripartite jj 1.00
Torquemada nn 1.00
fabric nn 1.00
Wert nn 1.00
reformatory nn 1.00
breakaway nn 1.00
Compression nn 1.00
thermos nn 1.00
Superior jj 1.00
unattractive jj 1.00
stairs nn 1.00
mais fw 1.00
fractures nn 0.50
fractures vb 0.50
paddies nn 1.00
According in 1.00
Cheddi nn 1.00
coudn ql 1.00
majorities nn 1.00
Authority's nn 1.00
liberality nn 1.00
anti-liquor jj 1.00
fractured vb 1.00
pachinko fw 1.00
wordy jj 1.00
decide vb 1.00
words nn 1.00
Dulles's np$ 1.00
downfall nn 1.00
Howdy uh 1.00
Professors nn 1.00
thanksgiving nn 1.00
Vietnam nn 1.00
moulding nn 1.00
off-farm jj 1.00
Sanctuary nn 1.00
gm nn 1.00
hoisted vb 1.00
esthetics nn 1.00
transcripts nn 1.00
Jahr fw- 1.00
doorknob nn 1.00
multidimensional jj 1.00
drafted vb 1.00
Adaptaplex nn 1.00
shipwrecked vb 1.00
Carriages nn 1.00
foreigner nn 1.00
deities nn 1.00
ass nn 1.00
deprivation nn 1.00
3,399 cd 1.00
asw nn 1.00
po'k nn 1.00
imposing vb 1.00
Rulers nn 1.00
ask vb 1.00
sorbed vb 1.00
rates nn 0.96
rates vb 0.04
rehabilitating vb 1.00
Brieff nn 1.00
balked vb 1.00
Matsu nn 1.00
Inaugural nn 1.00
fertilizer nn 1.00
Dred nn 1.00
Duplicate jj 1.00
disinterested jj 1.00
wit nn 1.00
blown vb 1.00
Audrey nn 1.00
Rakestraw nn 1.00
wil ql 1.00
fertilized vb 1.00
win nn 0.02
win vb 0.98
Unruly jj 1.00
rendezvous nn 1.00
wig nn 1.00
chant nn 0.50
chant vb 0.50
natural jj 1.00
industrially advb 1.00
pretest nn 1.00
Rorschach nn 1.00
implicit jj 1.00
hazard nn 0.91
hazard vb 0.09
amounted vb 1.00
Burns's np$ 1.00
proverbial jj 1.00
Teddy nn 1.00
one-digit nn 1.00
Taking vb 1.00
Santayana nn 1.00
chemists nn 1.00
Parry's np$ 1.00
cathodoluminescent jj 1.00
Mudugno nn 1.00
Katharine nn 1.00
endearments nn 1.00
nebula nn 1.00
aborigines nn 1.00
staccatos nn 1.00
mute jj 1.00
twelfth od 1.00
dug vb 1.00
dud nn 1.00
due jj 0.82
due advb 0.13
due nn 0.05
quadratic jj 1.00
ninety-five cd 1.00
dun nn 1.00
Notwithstanding in 1.00
research nn 1.00
orthophosphates nn 1.00
Adults nn 1.00
Shootin' vb 1.00
immaculate jj 1.00
Quotations nn 1.00
leg-split nn 1.00
Basin nn 0.50
Basin nn-tl-hl 0.50
Basil nn 1.00
Set nn 0.17
Set vb 0.83
Sex nn 1.00
Sez vb 1.00
possibly advb 1.00
breasts nn 1.00
Sea nn 1.00
possible jj 1.00
plight nn 1.00
unfolding vb 1.00
See vb 1.00
Methodists nn 1.00
Canandaigua nn 1.00
interruption nn 1.00
revellers nn 1.00
ruminants nn 1.00
gullet nn 1.00
McCormack nn 1.00
misty-eyed jj 1.00
fleet nn 0.92
fleet jj 0.08
dimly-outlined jj 1.00
pari-mutuel jj 1.00
gulley nn 1.00
warm-up nn 1.00
gulled vb 1.00
offsaddled vb 1.00
Shooting nn 1.00
Victorians nn 1.00
meaningfulness nn 1.00
Sampson nn 1.00
168 cd 1.00
169 cd 1.00
Ransy nn 1.00
Lummus nn 1.00
Galway nn 1.00
Hero's nn 1.00
160 cd 1.00
161 cd 1.00
166 cd 1.00
164 cd 1.00
165 cd 1.00
1500 cd 1.00
tickets nn 1.00
aurally advb 1.00
monsoon-shrouded jj 1.00
limbo nn 1.00
flat-topped jj 1.00
self-perceived jj 1.00
double-breasted jj 1.00
him pn 1.00
currently advb 1.00
Niven nn 1.00
inconsequential jj 1.00
captain's nn 1.00
hid vb 1.00
Sacheverell nn 1.00
tensioning vb 1.00
winters nn 1.00
contexts nn 1.00
patronizing vb 1.00
displacement nn 1.00
trouble nn 0.97
trouble vb 0.03
hit nn 0.09
hit vb 0.91
hir pn 1.00
his nil 0.00
his pn 1.00
hip nn 0.90
hip jj 0.10
nothings nn 1.00
Baudelaire nn 1.00
deferred vb 1.00
Noel nn 1.00
centuries-old jj 1.00
Hills nn 1.00
sanctioned vb 1.00
form-dictionary nn 1.00
abbot nn 1.00
imprimatur nn 1.00
$2400 nn 1.00
subjugation nn 1.00
began vb 1.00
follower nn 1.00
novelty nn 1.00
clench vb 1.00
Grattan nn 1.00
menarches nn 1.00
leavening nn 1.00
owns vb 1.00
Refrigeration nn 1.00
followed vb 1.00
sociable jj 1.00
contacted vb 1.00
owne jj 1.00
unfired jj 1.00
outstate jj 1.00
lethargy nn 1.00
metamorphosis nn 1.00
whitetail nn 1.00
Sergei nn 1.00
90-degree jj 1.00
hampers vb 1.00
rogues nn 1.00
inclusion nn 1.00
unlike in 1.00
Visiting vb 1.00
Inherently advb 1.00
youngish jj 1.00
Wholesome jj 1.00
soils nn 1.00
referee nn 1.00
evolve vb 1.00
squirted vb 1.00
retraced vb 1.00
Anti-Semite nn 1.00
overplayed vb 1.00
defocusing vb 1.00
dentists nn 1.00
taut-nerved jj 1.00
Cott nn 1.00
Voiture nn 1.00
reform nn 0.88
reform vb 0.12
foursome nn 1.00
Bultmann nn 1.00
jealousies nn 1.00
retrospect nn 1.00
cloudburst nn 1.00
invitees nn 1.00
expected vb 1.00
believer nn 1.00
Steady jj 1.00
repertoire nn 1.00
Bay-front nn 1.00
locatin' vb 1.00
agitate vb 1.00
handicraftsman nn 1.00
casters nn 1.00
should ql 1.00
erratically advb 1.00
registrant's nn 1.00
Crimes nn 1.00
backbend nn 1.00
Lord nn 1.00
Madison nn 1.00
wearily advb 1.00
Crimea nn 1.00
Stubbs nn 1.00
rooftop nn 1.00
binuclear jj 1.00
imperilled vb 1.00
concededly advb 1.00
self-evident jj 1.00
Hun nn 1.00
oak-log nn 1.00
ferried vb 1.00
metaphysical jj 1.00
Hershey's np$ 1.00
pun nn 1.00
locating vb 1.00
pub nn 1.00
silence nn 0.98
silence vb 0.02
Glendale nn 1.00
brainwashing nn 1.00
prosecuting vb 1.00
pages nn 1.00
happenstance nn 1.00
ranking nn 0.25
ranking vb 0.75
mulch nn 1.00
refrained vb 1.00
crow nn 1.00
marauders nn 1.00
Supporting vb 1.00
imperiously advb 1.00
override vb 1.00
municipalities nn 1.00
entertainments nn 1.00
gunslinger nn 1.00
bestubbled jj 1.00
Ryne nn 1.00
Peterhouse nn 1.00
Holds nn 1.00
Publicity nn 1.00
schoolroom nn 1.00
validation nn 1.00
touchy jj 1.00
attractive jj 1.00
Durkheim nn 1.00
surprisingly advb 0.76
surprisingly ql 0.24
downtown nn 1.00
Khaju nn 1.00
Ptolemaic jj 1.00
David nn 1.00
pallor nn 1.00
Alexandria nn 1.00
processed vb 1.00
miswritten vb 1.00
Davis nn 1.00
brisker jj 1.00
Redstone nn 1.00
Domestic jj 1.00
condiments nn 1.00
horse-trading nn 1.00
unjust jj 1.00
Lohmans nn 1.00
Medicis nn 1.00
3,000 cd 1.00
D'Amours nn 1.00
counterpointing vb 1.00
statement nn 1.00
ohmic jj 1.00
altruism nn 1.00
defense nn 1.00
aerates vb 1.00
Contribute vb 1.00
Allow vb 1.00
thoroughly advb 0.76
thoroughly ql 0.24
reground vb 1.00
Alloy nn 1.00
Tomonggong nn 1.00
Clouds nn 1.00
nudity nn 1.00
Downfall nn 1.00
top-heavy jj 1.00
inflecting vb 1.00
Tacloban nn 1.00
Bagley nn 1.00
Quoting vb 1.00
atrocities nn 1.00
Dufresne nn 1.00
nightdress nn 1.00
sheik nn 1.00
reread vb 1.00
Fire nn 0.94
Fire vb 0.06
suggestions nn 1.00
Land's np$ 1.00
relaxing vb 1.00
Parris nn 1.00
Firm jj 1.00
photocathode nn 1.00
propagated vb 1.00
monastery nn 1.00
ever-changing jj 1.00
triumphantly advb 1.00
nations nn 1.00
Stephen's np$ 1.00
sadder jj 1.00
Child's np$ 1.00
anybody pn 1.00
Braque's np$ 1.00
equivalence nn 1.00
clamored vb 1.00
compliment nn 1.00
deaths nn 1.00
pilgrimage nn 1.00
respected vb 1.00
Burlingame nn 1.00
Basil's np$ 1.00
Murkland nn 1.00
pfennig nn 1.00
interim nn 0.50
interim jj 0.50
ionized vb 1.00
N.C.'s np$ 1.00
Demon's nn 1.00
infertile jj 1.00
bravura nn 1.00
Successful jj 1.00
searchlights nn 1.00
mid-1950's nn 1.00
well-wedged jj 1.00
tightest-fitting jj 1.00
ken nn 1.00
Truth nn 1.00
Adamson nn 1.00
hunting nn 0.09
hunting vb 0.91
appearing vb 1.00
keg nn 1.00
whacked vb 1.00
key nn 0.63
key jj 0.36
key vb 0.01
Miller nn 1.00
blush vb 1.00
loot nn 1.00
Proper jj 1.00
cloakrooms nn 1.00
Japan nn 1.00
deductive jj 1.00
Medmenham nn 1.00
electronography nn 1.00
clamoring vb 1.00
puritanical jj 1.00
girth nn 1.00
Catcher nn 1.00
Gerosa's np$ 1.00
endanger vb 1.00
nicknames nn 1.00
carbines nn 1.00
bravest jj 1.00
frauds nn 1.00
elegy nn 1.00
gradually advb 1.00
credibility nn 1.00
stuffed vb 1.00
1290 cd 1.00
**zq nn 1.00
hydride nn 1.00
rating nn 0.67
rating vb 0.33
1870 cd 1.00
1871 cd 1.00
1876 cd 1.00
1874 cd 1.00
1875 cd 1.00
Mervin nn 1.00
1878 cd 1.00
McElvaney nn 1.00
Feathertop nn 1.00
vacationing vb 1.00
dainty jj 1.00
Thieves nn 1.00
halting vb 1.00
It's pps+ 0.99
It's pps+bez-hl 0.01
A's nn 1.00
alia fw- 1.00
aggravated vb 1.00
redevelopers nn 1.00
Hiss nn 1.00
throat's nn+ 1.00
breakfast-table nn 1.00
Dorens nn 1.00
1963-1972 cd 1.00
Erected vb 1.00
semi-autonomous jj 1.00
tinkering nn 0.50
tinkering vb 0.50
balance-wise advb 1.00
confessional nn 1.00
Getz's np$ 1.00
reborn vb 1.00
analogues nn 1.00
loquacity nn 1.00
acetate nn 1.00
painted-in jj 1.00
controller's nn 1.00
insecure jj 1.00
existed vb 1.00
cold-bloodedly advb 1.00
Somay nn 1.00
intemperance nn 1.00
mocked vb 1.00
Protests nn 1.00
Regionalism nn 1.00
anti-missile jj 1.00
upheld vb 1.00
Corinthian jj 1.00
Execution nn 1.00
hodge-podge nn 1.00
Istiqlal's np$ 1.00
restlessness nn 1.00
Blacks nn 1.00
Lincoln nn 1.00
sceneries nn 1.00
Vision nn 1.00
cloudless jj 1.00
businesses nn 1.00
bombproof jj 1.00
Giselle nn 1.00
rhinos nn 1.00
outrageous jj 1.00
Yorktown nn 1.00
toast nn 0.72
toast vb 0.28
Calif. nn 1.00
standards nn 1.00
explanatory jj 1.00
toilsome jj 1.00
sure-sure uh 1.00
diverse jj 1.00
introjects nn 1.00
Alsatian nn 0.67
Alsatian fw-jj-tl 0.33
sine nn 0.25
sine fw 0.75
hulks nn 1.00
minaces nn 1.00
ee-faket nn 1.00
practical jj 1.00
ba-a-a uh 1.00
snob-clannish jj 1.00
bright-looking jj 1.00
needle nn 1.00
attribute nn 0.67
attribute vb 0.33
non-partisan jj 1.00
testament nn 1.00
Neumann nn 1.00
rosy-fingered jj 1.00
Contract nn 1.00
forwarding vb 1.00
Failing vb 1.00
photofloodlights nn 1.00
Boxford nn 1.00
reciprocal jj 1.00
crone nn 1.00
$14,000 nn 1.00
$85,000 nn 1.00
cavity nn 1.00
shippers nn 1.00
Moments nn 1.00
Minerals nn 1.00
hunters nn 1.00
undepicted jj 1.00
knock nn 0.27
knock vb 0.73
Anti-Americanism nn 1.00
Thorpe nn 1.00
Luther's np$ 1.00
graceful jj 1.00
heartening jj 1.00
scraggly jj 1.00
Yale nn 1.00
lithe jj 1.00
substratum nn 1.00
Arizona nn 1.00
collector nn 1.00
rediscovery nn 1.00
Schott nn 1.00
Cramer nn 1.00
charting nn 0.43
charting vb 0.57
Protestant jj 0.94
Protestant nn 0.06
lacked vb 1.00
Farther ql 1.00
Franklin's np$ 1.00
Volume nn 1.00
Hoogli nn 1.00
Assume vb 1.00
self-aggrandizement nn 1.00
happenings nn 1.00
540-K cd 1.00
secretary nn 1.00
Sportsmen's nn 1.00
stolidly advb 1.00
h nn 1.00
Panama nn 1.00
upper-middle-class nn 1.00
moderate jj 1.00
Lighting vb 1.00
101b cd 1.00
520-acre jj 1.00
luring vb 1.00
Mesta nn 1.00
instantaneously advb 1.00
serological jj 1.00
transcultural jj 1.00
Unemployed jj 1.00
Chico nn 1.00
rainstorm nn 1.00
bellows nn 0.50
bellows vb 0.50
Somebody pn 1.00
seventy-foot jj 1.00
jeopardizing vb 1.00
fastest jj 0.86
fastest advb 0.14
Flake vb 1.00
beardless jj 1.00
Korra nn 1.00
no advb 0.04
no at 0.89
no ql 0.08
python nn 1.00
oatmeal nn 1.00
liniment nn 1.00
half-breed nn 1.00
Asleep advb 1.00
deployed vb 1.00
shoddy jj 1.00
mock jj 0.62
mock vb 0.38
Shreveport nn 1.00
Speak vb 1.00
slyly advb 1.00
governs vb 1.00
Taft nn 1.00
brewing vb 1.00
Ardent jj 0.50
Ardent nn 0.50
Godkin nn 1.00
brain-wracking jj 1.00
coolness nn 1.00
Madrigal nn 1.00
junior-senior jj 1.00
Spear vb 1.00
distraught jj 1.00
clairvoyant jj 1.00
lawyers' nn 1.00
boating nn 0.29
boating vb 0.71
Towns nn 1.00
Calamity nn 1.00
played vb 1.00
paste nn 0.90
paste vb 0.10
after-school nil 0.50
after-school jj 0.50
not-knowing nn 1.00
thinke vb 1.00
Sieux nn 1.00
Towne nn 1.00
asceticism nn 1.00
disks nn 1.00
pasty jj 1.00
Meets vb 1.00
thinks vb 1.00
burglarproof jj 1.00
bellies nn 1.00
endowed vb 1.00
Eurydice nn 1.00
mammas nn 1.00
calves nn 1.00
Still nn 0.02
Still advb 0.92
Still ql 0.06
situation nn 1.00
hoping vb 1.00
left-hand nn 1.00
nourishes vb 1.00
methodically advb 1.00
mammal nn 1.00
coloration nn 1.00
focally advb 1.00
loading nn 0.55
loading vb 0.45
discord nn 1.00
anxiety-released jj 1.00
solve vb 1.00
remained vb 1.00
ribonucleic jj 1.00
genteel jj 1.00
sound jj 0.25
sound nn 0.63
sound vb 0.12
sound ql 0.00
Copernican jj 1.00
cent nn 1.00
Rufus nn 1.00
Probably advb 1.00
Rumor nn 1.00
chipped vb 1.00
Board nn 1.00
canals nn 1.00
derogatory jj 1.00
towering vb 1.00
Yucatan nn 1.00
buttressed vb 1.00
bucket-shop nn 1.00
indomitable jj 1.00
desensitized vb 1.00
buttresses nn 1.00
communicational jj 1.00
grindstone nn 1.00
circumcision nn 1.00
overridden vb 1.00
memorize vb 1.00
Sweazey nn 1.00
oldies nn 1.00
declarations nn 1.00
Liquid nn 1.00
Tolley's np$ 1.00
symposium nn 1.00
bluebook nn 1.00
city-dweller nn 1.00
Aloud advb 1.00
motley jj 1.00
Purcell nn 1.00
quality nn 1.00
outlandish jj 1.00
book-lined jj 1.00
noticing vb 1.00
Lopez nn 1.00
Stoll nn 1.00
Baptist nn 0.94
Baptist jj 0.06
Corso nn 1.00
long-line nn 1.00
pussy nn 1.00
causing nn 0.06
causing vb 0.94
scale nil 0.02
scale nn 0.96
scale vb 0.02
expended vb 1.00
Enzymatic jj 1.00
emboldened vb 1.00
Offer vb 1.00
morbid-minded jj 1.00
hints nn 0.78
hints vb 0.22
subtleties nn 1.00
Lawrenceville nn 1.00
performance-capacity nn 1.00
Semple-Lisle nn 1.00
Coming nn 0.25
Coming vb 0.75
davits nn 1.00
subgross jj 1.00
noose nn 1.00
attachments nn 1.00
lonelier jj 1.00
Exodus nn 1.00
composer's nn 1.00
Kas. nn 1.00
cookie nn 1.00
15th od 1.00
Pasture nn 1.00
unashamedly advb 1.00
Benzedrine nn 1.00
Dances nn 1.00
Minerva nn 1.00
ultracentrifuge nn 1.00
photoluminescence nn 1.00
eye-gouging jj 1.00
repository nn 1.00
negociant fw 1.00
Firzite nn 1.00
bedraggled jj 1.00
culmination nn 1.00
Drunkenness nn 1.00
Bari nn 1.00
Caverns nn 1.00
long-shanked jj 1.00
off-the-cuff jj 1.00
screeches nn 1.00
Wellman nn 1.00
antiquities nn 1.00
resplendent jj 1.00
quackery nn 1.00
WLIB nn 1.00
arithmetized vb 1.00
workers' nn 1.00
passion nn 1.00
alleys nn 1.00
offending vb 1.00
Mercer's np$ 1.00
Preferably advb 1.00
casualty nn 1.00
assurances nn 1.00
libertarian jj 1.00
mammoth jj 1.00
synthesizes vb 1.00
kneeled vb 1.00
highest jj 0.94
highest advb 0.06
buzz nn 0.80
buzz vb 0.20
Principles nn 1.00
Caton's np$ 1.00
line-density nn 1.00
unfairly advb 1.00
Hegel's np$ 1.00
utility nn 1.00
twinge nn 1.00
fry vb 1.00
crewel nn 1.00
giver nn 1.00
gives vb 1.00
aural jj 1.00
lefthander nn 1.00
typewritten jj 1.00
break-neck jj 1.00
meditative jj 1.00
vaults nn 1.00
Gravesend nn 1.00
interweaving vb 1.00
Olaf nn 1.00
Abatuno nn 1.00
grasses nn 1.00
Randall nn 1.00
magic-practicing jj 1.00
hairpin nn 1.00
phenomenon nn 1.00
Given vb 1.00
scaring vb 1.00
kamikaze fw- 1.00
houseboats nn 1.00
Purified vb 1.00
irreducible jj 1.00
$581 nn 1.00
stitch nn 1.00
spurred vb 1.00
separates vb 1.00
Mulligan's np$ 1.00
Alienus nn 1.00
squatter's nn 1.00
O'Sullivan nn 1.00
Trigg nn 1.00
S-D nn 1.00
separated vb 1.00
repudiate vb 1.00
Wildhack nn 1.00
Scotland nn 1.00
reproof nn 1.00
engineering nn 0.23
engineering vb 0.77
Bars nn 1.00
secant nn 1.00
construing vb 1.00
evangelical jj 1.00
mountainous jj 1.00
subjects' nn 1.00
Transfer nn 1.00
distributors nn 1.00
no-hit nn 1.00
Fragment nn 1.00
axially advb 1.00
pimpled jj 1.00
Mortality nn 1.00
visceral jj 1.00
Emmert nn 1.00
Surcliffes' nn 1.00
prosecutor nn 1.00
Showmanship nn 1.00
restraints nn 1.00
Brodbeck nn 1.00
Council nn 1.00
Lullaby nn 1.00
nonwhite jj 1.00
Majesties nn 1.00
Nippur nn 1.00
vehemence nn 1.00
sounded vb 1.00
scintillating vb 1.00
5-degrees-C nn 1.00
enclosed vb 1.00
stretch nn 0.72
stretch vb 0.28
piddling vb 1.00
sounder jj 1.00
gibe nn 1.00
Russia nn 1.00
Kedgeree nn 1.00
encloses vb 1.00
individually advb 1.00
wainscoted jj 1.00
Jerry's np$ 1.00
divisional jj 1.00
Searles nn 1.00
catsup nn 1.00
Procreation nn 1.00
roofs nn 1.00
brynge vb 1.00
Cavallinis nn 1.00
completed vb 1.00
Shakespearean jj 1.00
showerhead nn 1.00
5612 cd 1.00
Siegfried nn 1.00
$200 nn 1.00
brother's nn 1.00
P.GA nn 1.00
historicism nn 1.00
Connall nn 1.00
perseverance nn 1.00
prettiness nn 1.00
happiest jj 1.00
Federation nn 1.00
Bradbury's np$ 1.00
bales nn 1.00
rancor nn 1.00
Secretaries nn 1.00
mid-fifties nn 1.00
death-trap nn 1.00
shortcuts nn 1.00
pirogues nn 1.00
classically advb 1.00
fevered jj 1.00
slaughtered vb 1.00
integrity nn 1.00
Overture nn 1.00
movable jj 1.00
old-timer nn 1.00
joins vb 1.00
Custom jj 1.00
pickaxe nn 1.00
moderates nn 0.75
moderates vb 0.25
joint nn 0.50
joint jj 0.50
stairways nn 1.00
Sirinjani nn 1.00
impropriety nn 1.00
moves nn 0.25
moves vb 0.75
cleaned vb 1.00
fallible jj 1.00
moved vb 1.00
envied vb 1.00
sea-beach nn 1.00
imitating vb 1.00
re nn 1.00
Athenians nn 1.00
grapefruit nn 1.00
titled vb 1.00
1865 cd 1.00
airdrops nn 1.00
vitro nn 1.00
titles nn 1.00
beach-drift nn 1.00
Teatro nn 1.00
Bandon nn 1.00
inhaling vb 1.00
Mommy's np$ 1.00
decisions nn 1.00
Sokolev nn 1.00
skeleton nn 1.00
airfields nn 1.00
immature jj 1.00
Orleans nn 1.00
Neglecting vb 1.00
2:28-:33 cd 1.00
horsemanship nn 1.00
2:28-:36 cd 1.00
Chinese-Soviet jj 1.00
rolls nn 0.80
rolls vb 0.20
burning nn 0.11
burning vb 0.89
self-defense nn 1.00
revenuers nn 1.00
2,300 cd 1.00
crabs nn 1.00
tore vb 1.00
NAIRO nn 1.00
Waite nn 1.00
A.A.U.'s np$ 1.00
drugging vb 1.00
cochannel nn 1.00
outraged jj 0.17
outraged vb 0.83
footnote nn 1.00
Kong nn 1.00
1866 cd 1.00
interacts vb 1.00
dogtrot nn 1.00
Armond nn 1.00
Fists nn 1.00
pursue vb 1.00
toddlers nn 1.00
25-footer nn 1.00
flotation-type jj 1.00
Shay nn 1.00
Shaw nn 1.00
Center-punch vb 1.00
writhed vb 1.00
Guthrie nn 1.00
confederations nn 1.00
1637 cd 1.00
expunging nn 1.00
imprisonment nn 1.00
executive nn 0.78
executive jj 0.22
Shah nn 1.00
prayer-requests nn 1.00
Such jj 0.68
Such ql 0.32
Molvar nn 1.00
Anchorite nn 1.00
dispatches nn 1.00
interference-like jj 1.00
tweezed vb 1.00
showmen nn 1.00
abstractions nn 1.00
fission nn 1.00
suburbanite jj 0.50
suburbanite nn 0.50
dispatched vb 1.00
Bultmann's np$ 1.00
sprinkle nn 0.33
sprinkle vb 0.67
obey vb 1.00
pre-cast jj 1.00
Marston nn 1.00
On-to-Spokane jj 1.00
giveaways nn 1.00
Hurray uh 1.00
Gospelers nn 1.00
quavering vb 1.00
Sha. nn 1.00
3211 cd 1.00
tongue-twister nn 1.00
Birnbaum nn 1.00
Gloriana nn 1.00
Hurrah uh 1.00
obstructed vb 1.00
Beach nn 1.00
workmanship nn 1.00
4.6 cd 1.00
redactions nn 1.00
plumbing nn 1.00
realm nn 1.00
author nn 1.00
splashes nn 0.50
splashes vb 0.50
Childhood nn 1.00
4.4 cd 1.00
releasing vb 1.00
Jaggers nn 1.00
armament nn 1.00
councils nn 1.00
assailant nn 1.00
vile jj 1.00
agree vb 1.00
Rabat nn 1.00
teletype nn 1.00
36-year-old nn 1.00
ketchup nn 1.00
makeup nn 1.00
analyze vb 1.00
oxen nn 1.00
slogan nn 1.00
ballfields nn 1.00
eldest jj 1.00
stand-ups nn 1.00
conclusively advb 1.00
Recklessly advb 1.00
overcast nn 0.89
overcast vb 0.11
filets nn 1.00
Catalog nn 1.00
nuances nn 1.00
fatalists nn 1.00
colorin' nn 1.00
feast nn 1.00
dent nn 1.00
dens nn 1.00
deceptively advb 1.00
Sibly nn 1.00
Mississippi's np$ 1.00
holier-than-thou jj 1.00
Wolverton nn 1.00
swarms nn 1.00
deny vb 1.00
Idols' nn 1.00
Steinkerque nn 1.00
pliable jj 1.00
flyways nn 1.00
Augustine's np$ 1.00
Scobee-Frazier nn 1.00
Marmara nn 1.00
reiterating vb 1.00
lieder nn 1.00
variables nn 1.00
50,000,000 cd 1.00
fiction-writer's nn 1.00
community nn 1.00
bogged vb 1.00
Anderson nn 1.00
pardon nn 0.67
pardon vb 0.33
coloring nn 0.43
coloring vb 0.57
States nn 0.99
States nns-tl-hl 0.00
States nns-tl-nc 0.01
Rabbits nn 1.00
Critical jj 1.00
terminals nn 1.00
Foote nn 1.00
opulent jj 1.00
Stated vb 1.00
approve vb 1.00
Marr's np$ 1.00
aunt nn 1.00
Staten nn 1.00
